사업장명,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,업종구분소분류,도,시,로
도도름한우와흑돈,영업,제주특별자치도 제주시 연동 272-2,"제주특별자치도 제주시 삼무로 36, 2~3층 (연동)",63124.0,한식,제주특별자치도,제주시,삼무로
광부맥주,영업,제주특별자치도 제주시 이도이동 2003-1,"제주특별자치도 제주시 구남동2길 23, 1층 (이도이동)",63232.0,기타,제주특별자치도,제주시,구남동2길
베트남전통쌀국수,영업,제주특별자치도 제주시 삼도일동 517-14,"제주특별자치도 제주시 평전1길 16, 1층 (삼도일동)",63183.0,분식,제주특별자치도,제주시,평전1길
그런날엔,영업,제주특별자치도 제주시 아라일동 6134-3,"제주특별자치도 제주시 인다10길 28, 1층 (아라일동)",63248.0,경양식,제주특별자치도,제주시,인다10길
마노,영업,제주특별자치도 제주시 한림읍 월령리 379,"제주특별자치도 제주시 한림읍 월령1길 24, 1~2층",63010.0,경양식,제주특별자치도,제주시,한림읍
아카이브,영업,제주특별자치도 제주시 조천읍 와산리 67-4,"제주특별자치도 제주시 조천읍 와선로 204, 1층",63342.0,경양식,제주특별자치도,제주시,조천읍
제주올레푸드,영업,제주특별자치도 제주시 애월읍 하귀1리 188-7,제주특별자치도 제주시 애월읍 하귀11길 3-15,63054.0,한식,제주특별자치도,제주시,애월읍
무화과한입,영업,제주특별자치도 제주시 일도일동 1264,"제주특별자치도 제주시 서부두남길 9-1, 1층 (일도일동)",63277.0,기타,제주특별자치도,제주시,서부두남길
피자베이제주첨단점,영업,제주특별자치도 제주시 월평동 717 JDC 제주첨단 리슈빌,"제주특별자치도 제주시 첨단로동길 24, 105호 (월평동, JDC 제주첨단 리슈빌)",63309.0,기타,제주특별자치도,제주시,첨단로동길
엔폴리우드,영업,제주특별자치도 제주시 조천읍 함덕리 1020-2,"제주특별자치도 제주시 조천읍 신북로 491-9, 1층",63333.0,경양식,제주특별자치도,제주시,조천읍
김녕제주흑돼지정육식당,영업,제주특별자치도 제주시 구좌읍 김녕리 2537,"제주특별자치도 제주시 구좌읍 김녕로4길 28, 1층",63357.0,한식,제주특별자치도,제주시,구좌읍
인수네정육식당,영업,제주특별자치도 제주시 구좌읍 김녕리 1633,"제주특별자치도 제주시 구좌읍 김녕로 103, 1층",63357.0,한식,제주특별자치도,제주시,구좌읍
고기장,영업,제주특별자치도 제주시 용담삼동 2400-7,"제주특별자치도 제주시 서해안로 446-1, 1층 (용담삼동)",63114.0,한식,제주특별자치도,제주시,서해안로
가시어멍김밥,영업,제주특별자치도 제주시 노형동 1054-5,"제주특별자치도 제주시 월랑로 36, 1층 (노형동)",63097.0,한식,제주특별자치도,제주시,월랑로
제주의온도포레스트,영업,제주특별자치도 제주시 애월읍 유수암리 965,"제주특별자치도 제주시 애월읍 유수암평화길 162, 1층",63067.0,기타,제주특별자치도,제주시,애월읍
정실금수강산,영업,제주특별자치도 제주시 오라이동 766-14,"제주특별자치도 제주시 아연로 124-23, 1층 (오라이동)",63147.0,한식,제주특별자치도,제주시,아연로
전설의짬뽕동문로점,영업,제주특별자치도 제주시 건입동 1045-15,"제주특별자치도 제주시 동문로 103, 1층 (건입동)",63282.0,중국식,제주특별자치도,제주시,동문로
북촌손만두외도점,영업,제주특별자치도 제주시 외도일동 418-10,"제주특별자치도 제주시 우정로 4, 1층 (외도일동)",63069.0,냉면집,제주특별자치도,제주시,우정로
나는강정같은치킨입니다이도점,영업,제주특별자치도 제주시 이도이동 1955-1,"제주특별자치도 제주시 신설로9길 48, 102호 (이도이동)",63229.0,호프/통닭,제주특별자치도,제주시,신설로9길
에이치푸드,영업,제주특별자치도 제주시 이도이동 1955-1,"제주특별자치도 제주시 신설로9길 48, 102호 (이도이동)",63229.0,횟집,제주특별자치도,제주시,신설로9길
딜리버리패밀리,영업,제주특별자치도 제주시 도남동 910-21,"제주특별자치도 제주시 도남로 38, 1층 (도남동)",63201.0,한식,제주특별자치도,제주시,도남로
넥스트도어,영업,제주특별자치도 제주시 한림읍 한림리 950-1,"제주특별자치도 제주시 한림읍 한림상로 137, 2~3층",63029.0,한식,제주특별자치도,제주시,한림읍
프랭크버거인제점,영업,제주특별자치도 제주시 일도이동 365-2 제주은행동광로지점,"제주특별자치도 제주시 동광로 108, 제주은행동광로지점 1층 105호 (일도이동)",63275.0,기타,제주특별자치도,제주시,동광로
프롬더아일랜드,영업,제주특별자치도 제주시 한경면 고산리 3615,"제주특별자치도 제주시 한경면 노을해안로 1142, 3층",63008.0,기타,제주특별자치도,제주시,한경면
야미,영업,제주특별자치도 제주시 연동 276-9 신제주오피스텔,"제주특별자치도 제주시 신광로 103, 신제주오피스텔 106호 (연동)",63136.0,중국식,제주특별자치도,제주시,신광로
군산식당,영업,제주특별자치도 제주시 삼도일동 538-4,"제주특별자치도 제주시 서사로 105, 1층 (삼도일동)",63181.0,한식,제주특별자치도,제주시,서사로
오롯커피,영업,제주특별자치도 제주시 오라일동 983-3,"제주특별자치도 제주시 오남로6길 31-11, 1층 (오라일동)",63146.0,기타,제주특별자치도,제주시,오남로6길
베늘,영업,제주특별자치도 제주시 우도면 연평리 1687,제주특별자치도 제주시 우도면 우도로 8-22,63365.0,기타,제주특별자치도,제주시,우도면
강릉수제버거,영업,제주특별자치도 제주시 용담삼동 1003-9,"제주특별자치도 제주시 서해안로 638, 지1층 (용담삼동)",63150.0,한식,제주특별자치도,제주시,서해안로
달소금식탁,영업,제주특별자치도 제주시 애월읍 하귀1리 1604-1,"제주특별자치도 제주시 애월읍 일주서로 7087-12, 1층",63053.0,한식,제주특별자치도,제주시,애월읍
피자픽노형점,영업,제주특별자치도 제주시 노형동 1070-11,"제주특별자치도 제주시 다랑곶6길 29, 1층 (노형동)",63097.0,기타,제주특별자치도,제주시,다랑곶6길
참나무장작구이김서방외도점,영업,제주특별자치도 제주시 외도일동 626-2,"제주특별자치도 제주시 우령서로 75, 1층 (외도일동)",63069.0,호프/통닭,제주특별자치도,제주시,우령서로
동고량,영업,제주특별자치도 제주시 일도이동 162-30,"제주특별자치도 제주시 삼성로 114, 1층 (일도이동)",63272.0,한식,제주특별자치도,제주시,삼성로
우도횟집,영업,제주특별자치도 제주시 일도일동 1134,"제주특별자치도 제주시 동문로6길 5-2, 1층 (일도일동)",63264.0,한식,제주특별자치도,제주시,동문로6길
용기,영업,제주특별자치도 제주시 삼도이동 1260-5,"제주특별자치도 제주시 탑동로2길 7, 1층 (삼도이동)",63165.0,한식,제주특별자치도,제주시,탑동로2길
사브로소인제주,영업,제주특별자치도 제주시 애월읍 봉성리 3515-1,"제주특별자치도 제주시 애월읍 곽봉로 247, 1층",63039.0,한식,제주특별자치도,제주시,애월읍
관덕정들깨칼국수,영업,제주특별자치도 제주시 삼도이동 997,"제주특별자치도 제주시 관덕로 11-1, 1층 (삼도이동)",63166.0,한식,제주특별자치도,제주시,관덕로
개울,영업,제주특별자치도 제주시 아라이동 925,"제주특별자치도 제주시 금천길 13-10, 1층 (아라이동)",63246.0,기타,제주특별자치도,제주시,금천길
한라대점교촌치킨,영업,제주특별자치도 제주시 노형동 716,"제주특별자치도 제주시 한라대학로 114, 제1동 지1층 (노형동)",63092.0,호프/통닭,제주특별자치도,제주시,한라대학로
탐나제과,영업,제주특별자치도 제주시 이도이동 1986-4,"제주특별자치도 제주시 중앙로 377, 1층 (이도이동)",63230.0,기타,제주특별자치도,제주시,중앙로
옛날아우내순대한림점,영업,제주특별자치도 제주시 한림읍 한림리 937-4,"제주특별자치도 제주시 한림읍 한림상로 109, 1층",63032.0,한식,제주특별자치도,제주시,한림읍
돈와랑,영업,제주특별자치도 제주시 한경면 저지리 3002,"제주특별자치도 제주시 한경면 녹차분재로 509, 1층",63005.0,기타,제주특별자치도,제주시,한경면
모이라,영업,제주특별자치도 제주시 연동 274-22,"제주특별자치도 제주시 연동8길 7, 1층 (연동)",63133.0,기타,제주특별자치도,제주시,연동8길
바다애,영업,제주특별자치도 제주시 한림읍 협재리 2526-3,"제주특별자치도 제주시 한림읍 협재2길 20, 1~2층",63011.0,기타,제주특별자치도,제주시,한림읍
소못,영업,제주특별자치도 제주시 연동 253-14,"제주특별자치도 제주시 연동4길 12-2, 1층 (연동)",63132.0,식육(숯불구이),제주특별자치도,제주시,연동4길
다코네,영업,제주특별자치도 제주시 구좌읍 평대리 1753-1,"제주특별자치도 제주시 구좌읍 평대4길 20-1, 제2동 1~2층",63360.0,기타,제주특별자치도,제주시,구좌읍
키친초이,영업,제주특별자치도 제주시 일도이동 361-1,"제주특별자치도 제주시 동광로15길 3, 2층 (일도이동)",63274.0,한식,제주특별자치도,제주시,동광로15길
권가칼국수,영업,제주특별자치도 제주시 화북일동 1004-2,"제주특별자치도 제주시 화삼북로 38, 1층 (화북일동)",63303.0,한식,제주특별자치도,제주시,화삼북로
바다를바라보면,영업,제주특별자치도 제주시 구좌읍 월정리 421-1,"제주특별자치도 제주시 구좌읍 월정1길 47-1, 1층",63358.0,한식,제주특별자치도,제주시,구좌읍
올레집,영업,제주특별자치도 제주시 한경면 저지리 1848,"제주특별자치도 제주시 한경면 중산간서로 3681, 1층",63005.0,한식,제주특별자치도,제주시,한경면
노형엔횟집,영업,제주특별자치도 제주시 노형동 1069-9 명신빌라,"제주특별자치도 제주시 다랑곶4길 30, 1층 101호 (노형동, 명신빌라)",63097.0,일식,제주특별자치도,제주시,다랑곶4길
하귀스크린포차,영업,제주특별자치도 제주시 애월읍 하귀1리 195-14,"제주특별자치도 제주시 애월읍 하귀11길 21-1, 1층",63054.0,한식,제주특별자치도,제주시,애월읍
소소밀,영업,제주특별자치도 제주시 오등동 769-7,"제주특별자치도 제주시 한북로 139, 1층 (오등동)",63240.0,경양식,제주특별자치도,제주시,한북로
프레드피자제주점,영업,제주특별자치도 제주시 이도이동 1027-1,제주특별자치도 제주시 중앙로 320 (이도이동),63222.0,기타,제주특별자치도,제주시,중앙로
백스비어제주노형점,영업,제주특별자치도 제주시 노형동 923-3,"제주특별자치도 제주시 원노형남1길 16, 1층 (노형동)",63084.0,호프/통닭,제주특별자치도,제주시,원노형남1길
우도한끼,영업,제주특별자치도 제주시 우도면 연평리 1290-2,"제주특별자치도 제주시 우도면 우도해안길 816, 1층",63365.0,일식,제주특별자치도,제주시,우도면
안세미가든,영업,제주특별자치도 제주시 봉개동 409-15,"제주특별자치도 제주시 명림로 169, 1층 (봉개동)",63313.0,기타,제주특별자치도,제주시,명림로
이송옥,영업,제주특별자치도 제주시 애월읍 애월리 1582-1,"제주특별자치도 제주시 애월읍 애월로 113, 가동 1층",63043.0,일식,제주특별자치도,제주시,애월읍
배터지는생돈까스한림점,영업,제주특별자치도 제주시 한림읍 한림리 1094,"제주특별자치도 제주시 한림읍 내동길 12, 1층",63029.0,한식,제주특별자치도,제주시,한림읍
시안21,영업,제주특별자치도 제주시 아라일동 6093-7,"제주특별자치도 제주시 아란8길 16, 1층 (아라일동)",63237.0,기타,제주특별자치도,제주시,아란8길
아지트만남의장소,영업,제주특별자치도 제주시 이도이동 1176-9,"제주특별자치도 제주시 광양7길 24, 2층 (이도이동)",63208.0,한식,제주특별자치도,제주시,광양7길
본날,영업,제주특별자치도 제주시 용담이동 881-12,제주특별자치도 제주시 용해로 74 (용담이동),63115.0,한식,제주특별자치도,제주시,용해로
